year,model,state,y_log,pred_log,cases
2019,Global annual mean,LAKSHADWEEP,0.0,8.188359705112246,0
2019,Global annual mean,MADHYA PRADESH,8.340456012916183,8.188359705112246,4189
2019,Global annual mean,MAHARASHTRA,9.60965326059915,8.188359705112246,14907
2019,Global annual mean,MANIPUR,5.886104031450156,8.188359705112246,359
2019,Global annual mean,MEGHALAYA,4.418840607796598,8.188359705112246,82
2019,Global annual mean,MIZORAM,3.7612001156935624,8.188359705112246,42
2019,Global annual mean,NAGALAND,2.1972245773362196,8.188359705112246,8
2019,Global annual mean,ODISHA,8.231908243564177,8.188359705112246,3758
2019,Global annual mean,PUDUCHERRY,7.616283561580385,8.188359705112246,2030
2019,Global annual mean,PUNJAB,9.238927828828094,8.188359705112246,10289
2019,Global annual mean,RAJASTHAN,9.525661930231381,8.188359705112246,13706
2019,Global annual mean,SIKKIM,6.09807428216624,8.188359705112246,444
2019,Global annual mean,TAMIL NADU,9.051110146405625,8.188359705112246,8527
2019,Global annual mean,TELANGANA,9.497922439427631,8.188359705112246,13331
2019,Global annual mean,TRIPURA,4.74493212836325,8.188359705112246,114
2019,Global annual mean,UTTAR PRADESH,9.264639145383562,8.188359705112246,10557
2019,Global annual mean,UTTARAKHAND,9.270776740780013,8.188359705112246,10622
2019,Negative-binomial GLM (history),ANDAMAN AND NICOBAR,5.1298987149230735,3.851951000804469,168
2019,Negative-binomial GLM (history),ANDHRA PRADESH,8.57300625623545,9.790917880434458,5286
2019,Negative-binomial GLM (history),ARUNACHAL PRADESH,4.820281565605037,4.3318518093010745,123
2019,Negative-binomial GLM (history),ASSAM,5.2832037287379885,8.535348164996329,196
2019,Negative-binomial GLM (history),BIHAR,8.811801223938751,10.376809842304803,6712
2019,Negative-binomial GLM (history),CHANDIGARH,5.659482215759621,5.301982660389429,286
2019,Negative-binomial GLM (history),CHHATTISGARH,6.583409222158765,9.027994370282984,722
2019,Negative-binomial GLM (history),DADRA AND NAGAR HAVELI,7.307872780763706,4.8385554632583965,1491
2019,Negative-binomial GLM (history),DAMAN AND DIU,6.439350371100098,8.119241160449738,625
2019,Negative-binomial GLM (history),DELHI,8.532672762264625,8.851467522850852,5077
2019,Negative-binomial GLM (history),GOA,6.900730664045173,5.651346082881446,992
2019,Negative-binomial GLM (history),GUJARAT,9.810275170813949,10.14769201651078,18219
2019,Negative-binomial GLM (history),HARYANA,7.0967213784947605,8.933818412858537,1207
2019,Negative-binomial GLM (history),HIMACHAL PRADESH,5.84354441703136,7.853295873210537,344
2019,Negative-binomial GLM (history),JAMMU AND KASHMIR,6.0867747269123065,7.6660780632504215,439
2019,Negative-binomial GLM (history),JHARKHAND,6.716594773520978,8.846632315765483,825
2019,Negative-binomial GLM (history),KARNATAKA,9.74020362461931,10.023786683778845,16986
2019,Negative-binomial GLM (history),KERALA,8.445267451844648,9.39990500686939,4652
2019,Negative-binomial GLM (history),LAKSHADWEEP,0.0,1.373052197326271,0
2019,Negative-binomial GLM (history),MADHYA PRADESH,8.340456012916183,10.20201587051819,4189
2019,Negative-binomial GLM (history),MAHARASHTRA,9.60965326059915,10.860751885613299,14907
2019,Negative-binomial GLM (history),MANIPUR,5.886104031450156,5.443559946588894,359
2019,Negative-binomial GLM (history),MEGHALAYA,4.418840607796598,5.860134552062924,82
2019,Negative-binomial GLM (history),MIZORAM,3.7612001156935624,4.9755904969739255,42
2019,Negative-binomial GLM (history),NAGALAND,2.1972245773362196,5.979096243674078,8
2019,Negative-binomial GLM (history),ODISHA,8.231908243564177,9.689164442311574,3758
2019,Negative-binomial GLM (history),PUDUCHERRY,7.616283561580385,5.635685635360851,2030
2019,Negative-binomial GLM (history),PUNJAB,9.238927828828094,9.538391092056786,10289
2019,Negative-binomial GLM (history),RAJASTHAN,9.525661930231381,10.331902972597705,13706
2019,Negative-binomial GLM (history),SIKKIM,6.09807428216624,4.773992726622925,444
2019,Negative-binomial GLM (history),TAMIL NADU,9.051110146405625,10.19322174739488,8527
2019,Negative-binomial GLM (history),TELANGANA,9.497922439427631,9.476546407741559,13331
2019,Negative-binomial GLM (history),TRIPURA,4.74493212836325,6.274087437012709,114
2019,Negative-binomial GLM (history),UTTAR PRADESH,9.264639145383562,11.17337541811672,10557
2019,Negative-binomial GLM (history),UTTARAKHAND,9.270776740780013,7.760809665934786,10622
2019,Negative-binomial GLM (full),ANDAMAN AND NICOBAR,5.1298987149230735,3.8607580912873383,168
2019,Negative-binomial GLM (full),ANDHRA PRADESH,8.57300625623545,8.17410493941058,5286
2019,Negative-binomial GLM (full),ARUNACHAL PRADESH,4.820281565605037,3.0243982349036322,123
2019,Negative-binomial GLM (full),ASSAM,5.2832037287379885,7.468366638522752,196
2019,Negative-binomial GLM (full),BIHAR,8.811801223938751,8.58355630995208,6712
2019,Negative-binomial GLM (full),CHANDIGARH,5.659482215759621,6.331765586792663,286
2019,Negative-binomial GLM (full),CHHATTISGARH,6.583409222158765,7.621286486883906,722
2019,Negative-binomial GLM (full),DADRA AND NAGAR HAVELI,7.307872780763706,6.312265156523065,1491
2019,Negative-binomial GLM (full),DAMAN AND DIU,6.439350371100098,6.118813840065802,625
2019,Negative-binomial GLM (full),DELHI,8.532672762264625,9.16730815721283,5077
2019,Negative-binomial GLM (full),GOA,6.900730664045173,6.348007161259484,992
2019,Negative-binomial GLM (full),GUJARAT,9.810275170813949,9.119060937542443,18219
2019,Negative-binomial GLM (full),HARYANA,7.0967213784947605,8.386014212714128,1207
2019,Negative-binomial GLM (full),HIMACHAL PRADESH,5.84354441703136,8.427359501702115,344
2019,Negative-binomial GLM (full),JAMMU AND KASHMIR,6.0867747269123065,5.788165577290523,439
2019,Negative-binomial GLM (full),JHARKHAND,6.716594773520978,6.352693875047324,825
2019,Negative-binomial GLM (full),KARNATAKA,9.74020362461931,9.317319711852306,16986
2019,Negative-binomial GLM (full),KERALA,8.445267451844648,9.884371231579783,4652
2019,Negative-binomial GLM (full),LAKSHADWEEP,0.0,1.1342771926124053,0
2019,Negative-binomial GLM (full),MADHYA PRADESH,8.340456012916183,8.112456973718823,4189
2019,Negative-binomial GLM (full),MAHARASHTRA,9.60965326059915,9.731479745105313,14907
2019,Negative-binomial GLM (full),MANIPUR,5.886104031450156,4.351639970849491,359
2019,Negative-binomial GLM (full),MEGHALAYA,4.418840607796598,4.219899765021138,82
2019,Negative-binomial GLM (full),MIZORAM,3.7612001156935624,5.183839930572142,42
2019,Negative-binomial GLM (full),NAGALAND,2.1972245773362196,6.188859619234182,8
2019,Negative-binomial GLM (full),ODISHA,8.231908243564177,8.659714599548169,3758
2019,Negative-binomial GLM (full),PUDUCHERRY,7.616283561580385,7.070367182161078,2030
2019,Negative-binomial GLM (full),PUNJAB,9.238927828828094,9.814424817206783,10289
2019,Negative-binomial GLM (full),RAJASTHAN,9.525661930231381,8.662814364085706,13706
2019,Negative-binomial GLM (full),SIKKIM,6.09807428216624,6.0889605619539156,444
2019,Negative-binomial GLM (full),TAMIL NADU,9.051110146405625,9.76367718849789,8527
2019,Negative-binomial GLM (full),TELANGANA,9.497922439427631,8.811700981246933,13331
2019,Negative-binomial GLM (full),TRIPURA,4.74493212836325,4.866034136571724,114
2019,Negative-binomial GLM (full),UTTAR PRADESH,9.264639145383562,8.638370301188534,10557
2019,Negative-binomial GLM (full),UTTARAKHAND,9.270776740780013,6.727640726669574,10622
2019,Gradient boosting (history only),ANDAMAN AND NICOBAR,5.1298987149230735,5.010402910928974,168
2019,Gradient boosting (history only),ANDHRA PRADESH,8.57300625623545,7.842811536204674,5286
2019,Gradient boosting (history only),ARUNACHAL PRADESH,4.820281565605037,1.9150578522702448,123
2019,Gradient boosting (history only),ASSAM,5.2832037287379885,5.659671735498219,196
2019,Gradient boosting (history only),BIHAR,8.811801223938751,7.176411851076406,6712
2019,Gradient boosting (history only),CHANDIGARH,5.659482215759621,6.322401162209177,286
2019,Gradient boosting (history only),CHHATTISGARH,6.583409222158765,6.4523794349641035,722
2019,Gradient boosting (history only),DADRA AND NAGAR HAVELI,7.307872780763706,7.026502493856615,1491
2019,Gradient boosting (history only),DAMAN AND DIU,6.439350371100098,4.6939957607500284,625
2019,Gradient boosting (history only),DELHI,8.532672762264625,9.092925036340425,5077
2019,Gradient boosting (history only),GOA,6.900730664045173,6.884985388597593,992
2019,Gradient boosting (history only),GUJARAT,9.810275170813949,9.0879374364889,18219
2019,Gradient boosting (history only),HARYANA,7.0967213784947605,8.331472447025293,1207
2019,Gradient boosting (history only),HIMACHAL PRADESH,5.84354441703136,6.400993791999649,344
2019,Gradient boosting (history only),JAMMU AND KASHMIR,6.0867747269123065,5.743406138122535,439
2019,Gradient boosting (history only),JHARKHAND,6.716594773520978,7.780314664273972,825
2019,Gradient boosting (history only),KARNATAKA,9.74020362461931,8.584430555362639,16986
2019,Gradient boosting (history only),KERALA,8.445267451844648,8.600086826023464,4652
2019,Gradient boosting (history only),LAKSHADWEEP,0.0,0.17097614084387774,0
2019,Gradient boosting (history only),MADHYA PRADESH,8.340456012916183,8.035071082831767,4189
2019,Gradient boosting (history only),MAHARASHTRA,9.60965326059915,8.989987906708173,14907
2019,Gradient boosting (history only),MANIPUR,5.886104031450156,2.696970018595558,359
2019,Gradient boosting (history only),MEGHALAYA,4.418840607796598,4.009098463261299,82
2019,Gradient boosting (history only),MIZORAM,3.7612001156935624,4.474398693772769,42
2019,Gradient boosting (history only),NAGALAND,2.1972245773362196,7.148751560880213,8
2019,Gradient boosting (history only),ODISHA,8.231908243564177,8.699694244126325,3758
2019,Gradient boosting (history only),PUDUCHERRY,7.616283561580385,7.064327723675545,2030
2019,Gradient boosting (history only),PUNJAB,9.238927828828094,9.710953648560531,10289
2019,Gradient boosting (history only),RAJASTHAN,9.525661930231381,9.050686744927926,13706
2019,Gradient boosting (history only),SIKKIM,6.09807428216624,7.20732396135931,444
2019,Gradient boosting (history only),TAMIL NADU,9.051110146405625,8.660141074171204,8527
2019,Gradient boosting (history only),TELANGANA,9.497922439427631,8.032923427348896,13331
2019,Gradient boosting (history only),TRIPURA,4.74493212836325,3.875316676075918,114
2019,Gradient boosting (history only),UTTAR PRADESH,9.264639145383562,8.60449440796689,10557
2019,Gradient boosting (history only),UTTARAKHAND,9.270776740780013,5.888586528269593,10622
2019,Gradient boosting (multi-modal),ANDAMAN AND NICOBAR,5.1298987149230735,3.519083490616754,168
2019,Gradient boosting (multi-modal),ANDHRA PRADESH,8.57300625623545,8.098229237582666,5286
2019,Gradient boosting (multi-modal),ARUNACHAL PRADESH,4.820281565605037,1.7737161434549364,123
2019,Gradient boosting (multi-modal),ASSAM,5.2832037287379885,4.730771996653967,196
2019,Gradient boosting (multi-modal),BIHAR,8.811801223938751,7.644055451848544,6712
2019,Gradient boosting (multi-modal),CHANDIGARH,5.659482215759621,5.8357737661272235,286
2019,Gradient boosting (multi-modal),CHHATTISGARH,6.583409222158765,7.068608736132379,722
2019,Gradient boosting (multi-modal),DADRA AND NAGAR HAVELI,7.307872780763706,6.264450689460461,1491
2019,Gradient boosting (multi-modal),DAMAN AND DIU,6.439350371100098,4.76166821616471,625
2019,Gradient boosting (multi-modal),DELHI,8.532672762264625,9.205762926374916,5077
2019,Gradient boosting (multi-modal),GOA,6.900730664045173,6.134696465165805,992
2019,Gradient boosting (multi-modal),GUJARAT,9.810275170813949,8.960482284929546,18219
2019,Gradient boosting (multi-modal),HARYANA,7.0967213784947605,8.197466105669951,1207
2019,Gradient boosting (multi-modal),HIMACHAL PRADESH,5.84354441703136,7.230733282556348,344
2019,Gradient boosting (multi-modal),JAMMU AND KASHMIR,6.0867747269123065,5.6791466404014175,439
2019,Gradient boosting (multi-modal),JHARKHAND,6.716594773520978,6.767623867992654,825
2019,Gradient boosting (multi-modal),KARNATAKA,9.74020362461931,9.040159793937388,16986
2019,Gradient boosting (multi-modal),KERALA,8.445267451844648,9.37005389301175,4652
2019,Gradient boosting (multi-modal),LAKSHADWEEP,0.0,0.11679452043203697,0
2019,Gradient boosting (multi-modal),MADHYA PRADESH,8.340456012916183,8.307441386153242,4189
2019,Gradient boosting (multi-modal),MAHARASHTRA,9.60965326059915,9.049820426254866,14907
2019,Gradient boosting (multi-modal),MANIPUR,5.886104031450156,3.6468455605893375,359
2019,Gradient boosting (multi-modal),MEGHALAYA,4.418840607796598,4.0231151837656585,82
2019,Gradient boosting (multi-modal),MIZORAM,3.7612001156935624,4.305910743310164,42
2019,Gradient boosting (multi-modal),NAGALAND,2.1972245773362196,6.376949060155242,8
2019,Gradient boosting (multi-modal),ODISHA,8.231908243564177,8.519308454823236,3758
2019,Gradient boosting (multi-modal),PUDUCHERRY,7.616283561580385,7.603991763717766,2030
2019,Gradient boosting (multi-modal),PUNJAB,9.238927828828094,9.511630761130846,10289
2019,Gradient boosting (multi-modal),RAJASTHAN,9.525661930231381,8.940709593416207,13706
2019,Gradient boosting (multi-modal),SIKKIM,6.09807428216624,5.800654667043993,444
2019,Gradient boosting (multi-modal),TAMIL NADU,9.051110146405625,9.721828838086505,8527
2019,Gradient boosting (multi-modal),TELANGANA,9.497922439427631,8.586185353935956,13331
2019,Gradient boosting (multi-modal),TRIPURA,4.74493212836325,4.482295375633878,114
2019,Gradient boosting (multi-modal),UTTAR PRADESH,9.264639145383562,8.074156314268425,10557
2019,Gradient boosting (multi-modal),UTTARAKHAND,9.270776740780013,6.6686142325775375,10622
2020,Persistence (previous year),ANDAMAN AND NICOBAR,4.59511985013459,5.1298987149230735,98
2020,Persistence (previous year),ANDHRA PRADESH,6.8308742346461795,8.57300625623545,925
2020,Persistence (previous year),ARUNACHAL PRADESH,0.6931471805599453,4.820281565605037,1
2020,Persistence (previous year),ASSAM,3.5263605246161616,5.2832037287379885,33
2020,Persistence (previous year),BIHAR,6.202535517187923,8.811801223938751,493
2020,Persistence (previous year),CHANDIGARH,5.583496308781699,5.659482215759621,265
2020,Persistence (previous year),CHHATTISGARH,4.060443010546419,6.583409222158765,57
2020,Persistence (previous year),DADRA AND NAGAR HAVELI,5.517452896464707,7.307872780763706,248
2020,Persistence (previous year),DAMAN AND DIU,4.276666119016055,6.439350371100098,71
2020,Persistence (previous year),DELHI,7.146772179452637,8.532672762264625,1269
2020,Persistence (previous year),GOA,5.932245187448011,6.900730664045173,376
2020,Persistence (previous year),GUJARAT,7.355641102974253,9.810275170813949,1564
2020,Persistence (previous year),HARYANA,7.228388451573604,7.0967213784947605,1377
2020,Persistence (previous year),HIMACHAL PRADESH,3.091042453358316,5.84354441703136,21
2020,Persistence (previous year),JAMMU AND KASHMIR,3.9889840465642745,6.0867747269123065,53
2020,Persistence (previous year),JHARKHAND,4.382026634673881,6.716594773520978,79
2020,Persistence (previous year),KARNATAKA,8.249052274171293,9.74020362461931,3823
2020,Persistence (previous year),KERALA,8.389359819906353,8.445267451844648,4399
2020,Persistence (previous year),LAKSHADWEEP,0.0,0.0,0
2020,Persistence (previous year),MADHYA PRADESH,6.693323668269949,8.340456012916183,806
2020,Persistence (previous year),MAHARASHTRA,8.118802996980035,9.60965326059915,3356
2020,Persistence (previous year),MANIPUR,3.6375861597263857,5.886104031450156,37
2020,Persistence (previous year),MEGHALAYA,1.6094379124341003,4.418840607796598,4
2020,Persistence (previous year),MIZORAM,4.219507705176107,3.7612001156935624,67
2020,Persistence (previous year),NAGALAND,0.6931471805599453,2.1972245773362196,1
2020,Persistence (previous year),ODISHA,6.208590026096629,8.231908243564177,496
2020,Persistence (previous year),PUDUCHERRY,6.452048954437226,7.616283561580385,633
2020,Persistence (previous year),PUNJAB,9.040263541598666,9.238927828828094,8435
2020,Persistence (previous year),RAJASTHAN,7.6128310304073565,9.525661930231381,2023
2020,Persistence (previous year),SIKKIM,2.4849066497880004,6.09807428216624,11
2020,Persistence (previous year),TAMIL NADU,7.787796878181171,9.051110146405625,2410
2020,Persistence (previous year),TELANGANA,7.684324067681155,9.497922439427631,2173
2020,Persistence (previous year),TRIPURA,3.2188758248682006,4.74493212836325,24
2020,Persistence (previous year),UTTAR PRADESH,8.22040309993373,9.264639145383562,3715
2020,Persistence (previous year),UTTARAKHAND,4.343805421853684,9.270776740780013,76
2020,State climatology (training mean),ANDAMAN AND NICOBAR,4.59511985013459,4.373658385003365,98
2020,State climatology (training mean),ANDHRA PRADESH,6.8308742346461795,8.464143970326422,925
2020,State climatology (training mean),ARUNACHAL PRADESH,0.6931471805599453,3.8781214537524646,1
2020,State climatology (training mean),ASSAM,3.5263605246161616,7.493502829265387,33
2020,State climatology (training mean),BIHAR,6.202535517187923,8.18041424109652,493
2020,State climatology (training mean),CHANDIGARH,5.583496308781699,6.348556070931931,265
2020,State climatology (training mean),CHHATTISGARH,4.060443010546419,7.155396301896734,57
2020,State climatology (training mean),DADRA AND NAGAR HAVELI,5.517452896464707,7.2081067545345805,248
2020,State climatology (training mean),DAMAN AND DIU,4.276666119016055,5.646624060816253,71
2020,State climatology (training mean),DELHI,7.146772179452637,8.876591091409619,1269
2020,State climatology (training mean),GOA,5.932245187448011,6.257028814306143,376
2020,State climatology (training mean),GUJARAT,7.355641102974253,9.228638600257558,1564
2020,State climatology (training mean),HARYANA,7.228388451573604,7.84489384336913,1377
2020,State climatology (training mean),HIMACHAL PRADESH,3.091042453358316,7.508604405395716,21
2020,State climatology (training mean),JAMMU AND KASHMIR,3.9889840465642745,5.943673883271633,53
2020,State climatology (training mean),JHARKHAND,4.382026634673881,6.502790045915623,79
2020,State climatology (training mean),KARNATAKA,8.249052274171293,9.479349179162343,3823
2020,State climatology (training mean),KERALA,8.389359819906353,9.167154474526583,4399
2020,State climatology (training mean),LAKSHADWEEP,0.0,0.0,0
2020,State climatology (training mean),MADHYA PRADESH,6.693323668269949,8.239593454305968,806
2020,State climatology (training mean),MAHARASHTRA,8.118802996980035,9.328123407632566,3356
2020,State climatology (training mean),MANIPUR,3.6375861597263857,5.245268145458221,37
2020,State climatology (training mean),MEGHALAYA,1.6094379124341003,4.099884742597716,4
2020,State climatology (training mean),MIZORAM,4.219507705176107,4.418840607796598,67
2020,State climatology (training mean),NAGALAND,0.6931471805599453,5.503975603521227,1
2020,State climatology (training mean),ODISHA,6.208590026096629,8.383052089147036,496
2020,State climatology (training mean),PUDUCHERRY,6.452048954437226,7.782251321199246,633
2020,State climatology (training mean),PUNJAB,9.040263541598666,9.514633710233161,8435
2020,State climatology (training mean),RAJASTHAN,7.6128310304073565,9.266184960162093,2023
2020,State climatology (training mean),SIKKIM,2.4849066497880004,5.885177676590025,11
2020,State climatology (training mean),TAMIL NADU,7.787796878181171,9.401236175740271,2410
2020,State climatology (training mean),TELANGANA,7.684324067681155,8.957381735582787,2173
2020,State climatology (training mean),TRIPURA,3.2188758248682006,4.742029368705289,24
2020,State climatology (training mean),UTTAR PRADESH,8.22040309993373,8.670257567143075,3715
2020,State climatology (training mean),UTTARAKHAND,4.343805421853684,8.307541546950327,76
2020,Global annual mean,ANDAMAN AND NICOBAR,4.59511985013459,8.268162683614465,98
2020,Global annual mean,ANDHRA PRADESH,6.8308742346461795,8.268162683614465,925
2020,Global annual mean,ARUNACHAL PRADESH,0.6931471805599453,8.268162683614465,1
2020,Global annual mean,ASSAM,3.5263605246161616,8.268162683614465,33
2020,Global annual mean,BIHAR,6.202535517187923,8.268162683614465,493
2020,Global annual mean,CHANDIGARH,5.583496308781699,8.268162683614465,265
2020,Global annual mean,CHHATTISGARH,4.060443010546419,8.268162683614465,57
2020,Global annual mean,DADRA AND NAGAR HAVELI,5.517452896464707,8.268162683614465,248
2020,Global annual mean,DAMAN AND DIU,4.276666119016055,8.268162683614465,71
2020,Global annual mean,DELHI,7.146772179452637,8.268162683614465,1269
2020,Global annual mean,GOA,5.932245187448011,8.268162683614465,376
2020,Global annual mean,GUJARAT,7.355641102974253,8.268162683614465,1564
2020,Global annual mean,HARYANA,7.228388451573604,8.268162683614465,1377
2020,Global annual mean,HIMACHAL PRADESH,3.091042453358316,8.268162683614465,21
2020,Global annual mean,JAMMU AND KASHMIR,3.9889840465642745,8.268162683614465,53
2020,Global annual mean,JHARKHAND,4.382026634673881,8.268162683614465,79
2020,Global annual mean,KARNATAKA,8.249052274171293,8.268162683614465,3823
2020,Global annual mean,KERALA,8.389359819906353,8.268162683614465,4399
2020,Global annual mean,LAKSHADWEEP,0.0,8.268162683614465,0
2020,Global annual mean,MADHYA PRADESH,6.693323668269949,8.268162683614465,806
2020,Global annual mean,MAHARASHTRA,8.118802996980035,8.268162683614465,3356
2020,Global annual mean,MANIPUR,3.6375861597263857,8.268162683614465,37
2020,Global annual mean,MEGHALAYA,1.6094379124341003,8.268162683614465,4
2020,Global annual mean,MIZORAM,4.219507705176107,8.268162683614465,67
2020,Global annual mean,NAGALAND,0.6931471805599453,8.268162683614465,1
2020,Global annual mean,ODISHA,6.208590026096629,8.268162683614465,496
2020,Global annual mean,PUDUCHERRY,6.452048954437226,8.268162683614465,633
2020,Global annual mean,PUNJAB,9.040263541598666,8.268162683614465,8435
2020,Global annual mean,RAJASTHAN,7.6128310304073565,8.268162683614465,2023
2020,Global annual mean,SIKKIM,2.4849066497880004,8.268162683614465,11
2020,Global annual mean,TAMIL NADU,7.787796878181171,8.268162683614465,2410
2020,Global annual mean,TELANGANA,7.684324067681155,8.268162683614465,2173
2020,Global annual mean,TRIPURA,3.2188758248682006,8.268162683614465,24
2020,Global annual mean,UTTAR PRADESH,8.22040309993373,8.268162683614465,3715
2020,Global annual mean,UTTARAKHAND,4.343805421853684,8.268162683614465,76
2020,Negative-binomial GLM (history),ANDAMAN AND NICOBAR,4.59511985013459,4.14260765260817,98
2020,Negative-binomial GLM (history),ANDHRA PRADESH,6.8308742346461795,9.801784118029056,925
2020,Negative-binomial GLM (history),ARUNACHAL PRADESH,0.6931471805599453,4.896823938446142,1
2020,Negative-binomial GLM (history),ASSAM,3.5263605246161616,8.732335891549543,33
2020,Negative-binomial GLM (history),BIHAR,6.202535517187923,10.449216794511123,493
2020,Negative-binomial GLM (history),CHANDIGARH,5.583496308781699,5.456122739155135,265
2020,Negative-binomial GLM (history),CHHATTISGARH,4.060443010546419,9.016674399874292,57
2020,Negative-binomial GLM (history),DADRA AND NAGAR HAVELI,5.517452896464707,4.996193954058757,248
2020,Negative-binomial GLM (history),DAMAN AND DIU,4.276666119016055,8.348589438927487,71
2020,Negative-binomial GLM (history),DELHI,7.146772179452637,8.810783850152285,1269
2020,Negative-binomial GLM (history),GOA,5.932245187448011,5.830842534331088,376
2020,Negative-binomial GLM (history),GUJARAT,7.355641102974253,10.137786816736414,1564
2020,Negative-binomial GLM (history),HARYANA,7.228388451573604,8.968423507829243,1377
2020,Negative-binomial GLM (history),HIMACHAL PRADESH,3.091042453358316,7.771812374867198,21
2020,Negative-binomial GLM (history),JAMMU AND KASHMIR,3.9889840465642745,7.862538100092632,53
2020,Negative-binomial GLM (history),JHARKHAND,4.382026634673881,8.993558918246489,79
2020,Negative-binomial GLM (history),KARNATAKA,8.249052274171293,10.059858991403344,3823
2020,Negative-binomial GLM (history),KERALA,8.389359819906353,9.406248118287689,4399
2020,Negative-binomial GLM (history),LAKSHADWEEP,0.0,1.7621783580111978,0
2020,Negative-binomial GLM (history),MADHYA PRADESH,6.693323668269949,10.195712219206348,806
2020,Negative-binomial GLM (history),MAHARASHTRA,8.118802996980035,10.812489620429108,3356
2020,Negative-binomial GLM (history),MANIPUR,3.6375861597263857,5.866869452146664,37
2020,Negative-binomial GLM (history),MEGHALAYA,1.6094379124341003,6.145052582712787,4
2020,Negative-binomial GLM (history),MIZORAM,4.219507705176107,5.203884028334035,67
2020,Negative-binomial GLM (history),NAGALAND,0.6931471805599453,6.016742322296394,1
2020,Negative-binomial GLM (history),ODISHA,6.208590026096629,9.66740883284001,496
2020,Negative-binomial GLM (history),PUDUCHERRY,6.452048954437226,5.787079205401848,633
2020,Negative-binomial GLM (history),PUNJAB,9.040263541598666,9.45279773230617,8435
2020,Negative-binomial GLM (history),RAJASTHAN,7.6128310304073565,10.293475358259483,2023
2020,Negative-binomial GLM (history),SIKKIM,2.4849066497880004,4.934091625548878,11
2020,Negative-binomial GLM (history),TAMIL NADU,7.787796878181171,10.208620202293247,2410
2020,Negative-binomial GLM (history),TELANGANA,7.684324067681155,9.501906105307619,2173
2020,Negative-binomial GLM (history),TRIPURA,3.2188758248682006,6.497876856536849,24
2020,Negative-binomial GLM (history),UTTAR PRADESH,8.22040309993373,11.207814167494181,3715
2020,Negative-binomial GLM (history),UTTARAKHAND,4.343805421853684,7.945628578066098,76
2020,Negative-binomial GLM (full),ANDAMAN AND NICOBAR,4.59511985013459,4.589323391269389,98
2020,Negative-binomial GLM (full),ANDHRA PRADESH,6.8308742346461795,8.638008335905663,925
2020,Negative-binomial GLM (full),ARUNACHAL PRADESH,0.6931471805599453,3.882175704159697,1
2020,Negative-binomial GLM (full),ASSAM,3.5263605246161616,7.022547394539202,33
2020,Negative-binomial GLM (full),BIHAR,6.202535517187923,8.731878618096731,493
2020,Negative-binomial GLM (full),CHANDIGARH,5.583496308781699,6.093770043428289,265
2020,Negative-binomial GLM (full),CHHATTISGARH,4.060443010546419,7.566054382210205,57
2020,Negative-binomial GLM (full),DADRA AND NAGAR HAVELI,5.517452896464707,6.675525625045007,248
2020,Negative-binomial GLM (full),DAMAN AND DIU,4.276666119016055,7.067099486712244,71
2020,Negative-binomial GLM (full),DELHI,7.146772179452637,8.642687113984527,1269
2020,Negative-binomial GLM (full),GOA,5.932245187448011,7.227605670274757,376
2020,Negative-binomial GLM (full),GUJARAT,7.355641102974253,9.713306405728268,1564
2020,Negative-binomial GLM (full),HARYANA,7.228388451573604,8.422947103068921,1377
2020,Negative-binomial GLM (full),HIMACHAL PRADESH,3.091042453358316,8.232641467415178,21
2020,Negative-binomial GLM (full),JAMMU AND KASHMIR,3.9889840465642745,6.074987811218076,53
2020,Negative-binomial GLM (full),JHARKHAND,4.382026634673881,6.89993306287004,79
2020,Negative-binomial GLM (full),KARNATAKA,8.249052274171293,9.416895878387221,3823
2020,Negative-binomial GLM (full),KERALA,8.389359819906353,9.22952003526359,4399
2020,Negative-binomial GLM (full),LAKSHADWEEP,0.0,1.3112902428332829,0
2020,Negative-binomial GLM (full),MADHYA PRADESH,6.693323668269949,8.279584031134334,806
2020,Negative-binomial GLM (full),MAHARASHTRA,8.118802996980035,9.845869550616086,3356
2020,Negative-binomial GLM (full),MANIPUR,3.6375861597263857,5.020302374224238,37
2020,Negative-binomial GLM (full),MEGHALAYA,1.6094379124341003,4.803876074960165,4
2020,Negative-binomial GLM (full),MIZORAM,4.219507705176107,4.955817223004,67
2020,Negative-binomial GLM (full),NAGALAND,0.6931471805599453,5.059910132220339,1
2020,Negative-binomial GLM (full),ODISHA,6.208590026096629,8.590822853961539,496
2020,Negative-binomial GLM (full),PUDUCHERRY,6.452048954437226,6.871793175621807,633
2020,Negative-binomial GLM (full),PUNJAB,9.040263541598666,9.542682988203133,8435
2020,Negative-binomial GLM (full),RAJASTHAN,7.6128310304073565,8.913214693758983,2023
2020,Negative-binomial GLM (full),SIKKIM,2.4849066497880004,6.393653232204313,11
2020,Negative-binomial GLM (full),TAMIL NADU,7.787796878181171,9.314686805247163,2410
2020,Negative-binomial GLM (full),TELANGANA,7.684324067681155,9.109207520940847,2173
2020,Negative-binomial GLM (full),TRIPURA,3.2188758248682006,5.775048360260806,24
2020,Negative-binomial GLM (full),UTTAR PRADESH,8.22040309993373,9.117828990463824,3715
2020,Negative-binomial GLM (full),UTTARAKHAND,4.343805421853684,7.988872156535413,76
2020,Gradient boosting (history only),ANDAMAN AND NICOBAR,4.59511985013459,4.849812880173828,98
2020,Gradient boosting (history only),ANDHRA PRADESH,6.8308742346461795,8.748126691588649,925
